pmid	disorder	verb
20100621	schizophrenia	ring
20104185	alcohol withdrawal	using
20107928	dementia	leads
20110157	schizophrenia	recognized
20113629	attention deficit hyperactivity disorder	order
20114128	narcolepsy	sleeping
20116072	schizophrenia	related
20116072	schizophrenia	found
20118463	schizophrenia	reduced
2011951	panic disorder	scale
20122978	alcohol dependence	decreased
20122978	schizophrenia	showed
20122978	alcohol withdrawal	implicate
20123910	attention deficit hyperactivity disorder	order
20124115	schizophrenia	order
20125089	schizophrenia	observed
20125089	schizophrenia	containing
20128769	delirium	test
20131206	schizophrenia	ground
20132417	oppositional defiant disorder	increased
20132582	schizophrenia	ground
20139102	delirium	surveys
20141240	schizophrenia	ring
20141401	nicotine dependence	mean
20142619	restless legs syndrome	control
20143386	dementia	had
20144961	alcohol intoxication	stay
20145027	dementia	fulfilled
20145400	dementia	ground
20146921	frontotemporal dementia	showed
20147561	depressive disorders	used
20148109	delirium	ground
20150511	schizophrenia	order
20151241	schizophrenia	studied
20151419	schizophrenia	play
20152297	schizophrenia	ground
20153145	schizophrenia	found
20153608	schizophrenia	had
2015455	schizophrenia	stem
20156852	schizophrenia	faces
20159769	schizophrenia	reported
20160006	schizophrenia	impaired
20161183	dementia	scale
20162598	schizophrenia	been
20166958	schizophrenia	been
20169354	schizophrenia	working
20170589	frontotemporal dementia	changes
20171847	schizophrenia	ground
20173342	dementia	changes
20174515	schizophrenia	had
20175224	schizophrenia	found
20176860	schizophrenia	showed
20177119	dementia	using
20179286	dementia	follow
20179286	dementia	come
20180337	dementia	point
20180986	depressive disorders	use
20181462	schizophrenia	been
20184807	schizophrenia	indicated
20184941	restless legs syndrome	support
20185150	schizophrenia	impaired
20188516	schizophrenia	extend
20189356	schizophrenia	ground
20193725	schizophrenia	adjusted
20193725	schizophrenia	had
20194823	schizophrenia	standing
20194823	schizophrenia	increase
20194823	schizophrenia	suggest
20194823	schizophrenia	cause
20197076	schizophrenia	studies
20205146	dementia	caused
20207029	dementia	led
20207347	nicotine withdrawal	ground
20212004	schizophrenia	reduced
20215998	schizophrenia	presents
20217711	dementia	used
20220321	dementia	mixed
20220577	dementia	improve
20220577	dementia	test
20220589	dementia	change
20220599	delirium	using
20220599	delirium	count
20225193	narcolepsy	ring
20225222	schizophrenia	found
20228227	dementia	control
20230348	dementia	related
20231838	schizophrenia	ring
20231838	schizophrenia	conclude
20233976	dementia	had
20235484	dementia	led
20236543	schizophrenia	ground
20236773	nicotine dependence	measure
20237131	schizophrenia	compared
20298208	dementia	known
20300526	schizophrenia	identified
20301328	intellectual disability	types
20301555	intellectual disability	been
20301680	intellectual disability	fancy
20301732	intellectual disability	include
20302818	schizophrenia	been
20302818	schizophrenia	increased
20302824	schizophrenia	order
20307491	cocaine withdrawal	give
20331573	depressive disorders	act
20335007	schizophrenia	rent
20336626	schizophrenia	suggest
20338222	schizophrenia	measured
20339211	dementia	scale
20350936	schizophrenia	reported
20350936	schizophrenia	show
20350936	schizophrenia	suggest
20352043	hypochondriasis	compared
20357515	dementia	having
20358482	narcolepsy	occur
20358482	narcolepsy	decreased
20359434	mood disorders	does
20360156	schizophrenia	had
20360371	schizophrenia	use
20360596	dementia	differing
20361984	schizophrenia	binding
20369460	schizophrenia	compared
20370804	schizophrenia	get
20370811	autism spectrum disorder	order
20371229	schizophrenia	including
20373351	narcolepsy	matched
20374206	mood disorders	identified
20374447	mood disorders	sleep
20374545	schizophrenia	mean
20381015	obsessive-compulsive disorder	ground
20384435	dementia	state
20385374	schizophrenia	ground
20385374	schizophrenia	cycle
20385374	schizophrenia	contribute
20385910	dementia	state
20387698	depressive disorders	report
20388347	dementia	determine
20388425	pica	checked
20388425	pica	stem
20389073	dementia	explore
20393677	depressive disorders	orders
20396433	attention deficit hyperactivity disorder	order
20398116	restless legs syndrome	sleep
20399665	pica	report
20400372	schizophrenia	led
20403960	narcolepsy	order
20406692	schizophrenia	binding
20406692	schizophrenia	observed
20416116	mood disorders	asked
20418074	schizophrenia	sample
20421980	schizophrenia	indicate
20426112	schizophrenia	apply
20426142	schizophrenia	provide
20426294	dementia	set
20431893	depressive disorders	control
20435446	schizophrenia	come
20436915	schizophrenia	suggest
20443173	obsessive-compulsive disorder	studies
20446128	schizophrenia	contrast
20447010	schizophrenia	showed
20451585	mood disorders	orders
20451927	restless legs syndrome	scale
20453041	schizophrenia	increased
20456657	schizophrenia	lying
20457217	schizophrenia	considered
20457675	schizophrenia	identified
20464463	dementia	occurring
20464657	schizophrenia	been
20465799	dementia	search
20467230	dementia	constitutes
20468059	schizophrenia	identify
20469568	dementia	fall
2047784	schizophrenia	studies
2047784	schizophrenia	producing
20478102	dementia	measured
20479759	schizophrenia	show
20488559	anorexia nervosa	taken
20488714	pica	follow
20489516	pica	formed
20493535	prolonged grief disorder	order
20493663	schizophrenia	ground
20496284	dementia	formed
20497240	dementia	cut
20497871	schizophrenia	ground
20497901	schizophrenia	decreased
20498107	dementia	used
